,EventId,EventTemplate
737,d5ab03a1,sshd[13631]: <*> <*> <*> closed by remote <*>
738,1b671bc5,sshd[29898]: <*> <*> <*> closed by remote <*>
739,56895b52,sshd[29943]: <*> <*> <*> closed by remote <*>
740,cffd0845,sshd[29988]: <*> <*> <*> closed by remote <*>
741,551a9e14,sshd[13829]: <*> <*> <*> closed by remote <*>
742,60ca652d,sshd[13874]: <*> <*> <*> closed by remote <*>
743,e0948bac,sshd[30068]: <*> <*> <*> closed by remote <*>
744,727a52f0,sshd[15028]: <*> <*> <*> closed by remote <*>
745,0f9d4f4b,sshd[15064]: <*> <*> <*> closed by remote <*>
746,593c074b,sshd[32018]: <*> <*> <*> closed by remote <*>
747,43205955,sshd[32065]: <*> <*> <*> closed by remote <*>
748,51645548,sshd[32112]: <*> <*> <*> closed by remote <*>
749,a4969219,sshd[32191]: <*> <*> <*> closed by remote <*>
750,656c7d45,sshd[1586]: <*> <*> <*> closed by remote <*>
751,47e6f1a9,sshd[1634]: <*> <*> <*> closed by remote <*>
752,a09588a0,sshd[1680]: <*> <*> <*> closed by remote <*>
753,c7527dd0,sshd[1757]: <*> <*> <*> closed by remote <*>
754,c77452f7,sshd[3764]: <*> <*> <*> closed by remote <*>
755,0b4717ce,sshd[3809]: <*> <*> <*> closed by remote <*>
756,c9e574d9,sshd[3857]: <*> <*> <*> closed by remote <*>
757,bd999cb9,sshd[3933]: <*> <*> <*> closed by remote <*>
758,ecd5d817,sshd[5760]: <*> <*> <*> closed by remote <*>
759,0e6a4cbc,sshd[5805]: <*> <*> <*> closed by remote <*>
760,425441fc,sshd[5852]: <*> <*> <*> closed by remote <*>
761,017489e6,sshd[5927]: <*> <*> <*> closed by remote <*>
762,18902a44,<*> Local disconnected: Message authentication check fails.
763,91d3c513,"<*> MAC failed in local, disconnecting: 'Message authentication check fails.'"
764,65ff6a59,sshd[16707]: <*> <*> <*> closed by remote <*>
765,8e4f9947,sshd[7805]: <*> <*> <*> closed by remote <*>
766,aec46913,sshd[7850]: <*> <*> <*> closed by remote <*>
767,a704a15b,sshd[7895]: <*> <*> <*> closed by remote <*>
768,5b96a642,sshd[7970]: <*> <*> <*> closed by remote <*>
769,7e0cab06,sshd[10152]: <*> <*> <*> closed by remote <*>
770,04ed075c,sshd[10202]: <*> <*> <*> closed by remote <*>
771,ce64aafa,sshd[10249]: <*> <*> <*> closed by remote <*>
772,6bb8ab26,sshd[10326]: <*> <*> <*> closed by remote <*>
773,273ca556,sshd[12186]: <*> <*> <*> closed by remote <*>
774,3eca1dd5,sshd[12231]: <*> <*> <*> closed by remote <*>
775,20788ac4,sshd[12277]: <*> <*> <*> closed by remote <*>
776,bc5c7583,sshd[12354]: <*> <*> <*> closed by remote <*>
777,5de174d4,<*> Local disconnected: Protocol error: packet too long: <*>
778,9befc753,<*> Protocol error in local: 'Protocol error: packet too long: <*>
779,a6754012,<*> (#160#) CMD (<*> > <*> 2>&1)
780,439838ff,sshd[22973]: <*> <*> <*> closed by remote <*>
781,f7d6b812,sshd[23018]: <*> <*> <*> closed by remote <*>
782,a1835da8,sshd[23067]: <*> <*> <*> closed by remote <*>
783,ab301d44,sshd[23142]: <*> <*> <*> closed by remote <*>
784,bdd44e55,sshd[18436]: <*> <*> <*> closed by remote <*>
785,79b7de6e,sshd[25034]: <*> <*> <*> closed by remote <*>
786,95e9e3c0,sshd[25080]: <*> <*> <*> closed by remote <*>
787,9ad4fca1,sshd[25126]: <*> <*> <*> closed by remote <*>
788,bb20cee5,sshd[25203]: <*> <*> <*> closed by remote <*>
789,9f4cd48c,sshd[4695]: <*> <*> <*> closed by remote <*>
790,3134b84a,sshd[4740]: <*> <*> <*> closed by remote <*>
791,20bf89ee,sshd[4761]: <*> <*> <*> closed by remote <*>
792,20b1c9e6,sshd[4864]: <*> <*> <*> closed by remote <*>
793,00a5fd60,sshd[6699]: <*> <*> <*> closed by remote <*>
794,9b286a82,sshd[6744]: <*> <*> <*> closed by remote <*>
795,61182a12,sshd[6790]: <*> <*> <*> closed by remote <*>
796,c174f61c,sshd[6866]: <*> <*> <*> closed by remote <*>
797,96924355,sshd[8938]: <*> <*> <*> closed by remote <*>
798,ae30c1c6,sshd[8986]: <*> <*> <*> closed by remote <*>
799,0f7ec38d,sshd[9034]: <*> <*> <*> closed by remote <*>
800,b622bc1e,sshd[9110]: <*> <*> <*> closed by remote <*>
801,86ec39ef,sshd[10974]: <*> <*> <*> closed by remote <*>
802,adb4c15c,sshd[11019]: <*> <*> <*> closed by remote <*>
803,5e8c6bfa,sshd[11066]: <*> <*> <*> closed by remote <*>
804,659b0349,sshd[11141]: <*> <*> <*> closed by remote <*>
805,4b56730b,sshd[8209]: <*> <*> <*> closed by remote <*>
806,52299803,sshd[13019]: <*> <*> <*> closed by remote <*>
807,4c4d6571,sshd[13068]: <*> <*> <*> closed by remote <*>
808,857999dc,sshd[13117]: <*> <*> <*> closed by remote <*>
809,6c794663,sshd[13193]: <*> <*> <*> closed by remote <*>
810,9d2fe55c,sshd[15044]: <*> <*> <*> closed by remote <*>
811,ccefa05f,sshd[15090]: <*> <*> <*> closed by remote <*>
812,a757d715,sshd[15138]: <*> <*> <*> closed by remote <*>
813,0ae3e7ae,sshd[15216]: <*> <*> <*> closed by remote <*>
814,ebb69203,sshd[19567]: <*> <*> <*> closed by remote <*>
815,07c8f9ad,sshd[18470]: <*> <*> <*> closed by remote <*>
816,3d91764d,sshd[18515]: <*> <*> <*> closed by remote <*>
817,8fa843e0,sshd[18564]: <*> <*> <*> closed by remote <*>
818,3ec0d391,sshd[18639]: <*> <*> <*> closed by remote <*>
819,01553bed,"<*> <*> from=#291#, <*> class=0, nrcpts=1, <*> relay=#291#@localhost"
820,6b515932,<*> wall: user root broadcasted <*> lines <*> chars)
821,c5525897,sshd[5224]: <*> <*> <*> closed by remote <*>
822,864c1e3d,sshd[5270]: <*> <*> <*> closed by remote <*>
823,55cc589d,sshd[5390]: <*> <*> <*> closed by remote <*>
824,86b6865c,sshd[5562]: <*> <*> <*> closed by remote <*>
825,ff7b3d1c,<*> WARNING: Logins are currently denied with /etc/nologin:
826,980de719,postfix/postfix-script: <*> the Postfix mail system
827,a78ef205,postfix: <*>
828,c72df8cc,postfix: Shutting down postfix:
829,8cc171c6,rstatd: rpc.rstatd <*> succeeded
830,4c92b9b5,<*> terminating on signal 15
831,7c215ba2,postfix:
832,b966882c,<*> Trouble. Recieved results are not what we expected from <*>
833,a6cd8fe9,<*> shutting down <*> due to connection failure
834,a570d213,sshd[11360]: <*> <*> <*> closed by remote <*>
835,26a9816e,kernel: <*> = <*>
836,a3ef763a,kernel: mapping <*> runqueue to <*> runqueue.
837,24b4a51b,kernel: Copyright (c) 1999-2004 Intel Corporation.
838,726410d3,kernel: Intel(R) PRO<*>
839,bc2b0279,kernel: IPv4 over IPv4 tunneling driver
840,ef3336c8,kernel: divert: not allocating divert_blk for non-ethernet device tunl0
841,4571cf50,kernel: <*> Intel(R) <*> Network Connection
842,8a42e50c,kernel: <*> <*> NIC Link is Up <*> Mbps Full Duplex
843,67d1558d,xinetd[2332]: removing <*>
844,85be1495,<*> Listener created on port 22.
845,7a823147,<*> Daemon is running.
846,4e34323d,<*> making <*> available
847,75ca1136,<*> synchronisation lost
848,8b018d83,<*> time reset <*> s
849,19893a32,xinetd[2271]: removing <*>
850,4ad65f4c,sshd[19590]: <*> <*> <*> closed by remote <*>
851,bc33dac2,sshd[19638]: <*> <*> <*> closed by remote <*>
852,4a65a587,sshd[22376]: <*> <*> <*> closed by remote <*>
853,adc2d18b,snmpd: cmaX: subMIB <*> #43# be sent on port 25376 to hp Advanced Server Management_Peer
854,8f9775fa,kernel: kmod: runaway modprobe loop assumed and stopped
855,a0a516ae,"logger: Uptime: <*> days, <*>"
856,08eb80f3,logger: <*> <*> Enterprise Specific Trap <*>
857,75ea3090,"logger: <*> <*> <*> <*> kernel: bcm5700: <*> NIC Link is Up, <*> Mbps <*> duplex"
858,b6d541f8,logger: <*> = <*>
859,49900539,logger: <*> <*> <*> <*> kernel: <*> <*> NIC Link is Down
860,c30f0cb7,"logger: enterprises.#320#.#321#.2 = ""HP NC7782 Gigabit Server Adapter"""
861,00fa6f94,logger: <*> = IpAddress: <*>
862,90178a35,"<*> <*> to=root, <*> mailer=relay, pri=30312, stat=queued"
863,f23d511c,"<*> <*> to=root, delay=00:00:00, mailer=relay, <*> stat=queued"
864,e7c1d8ae,"<*> <*> to=root, delay=00:00:16, mailer=relay, <*> stat=queued"
865,1049d0b3,logger: :37:59 sn91 kernel: bcm5700: eth0 NIC Link is Down
866,95f6fd09,sshd[13795]: <*> <*> <*> closed by remote <*>
867,731c45c5,"sendmail[2999]: j07L47ov002999: to=root, delay=00:01:08, mailer=relay, pri=30360, stat=queued"
868,e22cbe05,"kernel: hda: COMPAQ CD-ROM SN-124, ATAPI CD/DVD-ROM drive"
869,c0c16d5a,"kernel: ide0 at 0x1f0-0x1f7,0x3f6 on irq 14"
870,9eca29a2,xinetd[2272]: removing <*>
871,fdce31f9,xinetd[2270]: removing <*>
872,1dc23b04,xinetd[2276]: removing <*>
873,186f60a9,xinetd[2273]: removing <*>
874,ced0c4af,xinetd[2268]: removing <*>
875,219c4728,sshd[29843]: <*> <*> <*> closed by remote <*>
876,172b6d7e,sshd[30263]: <*> <*> <*> closed by remote <*>
877,17adc058,sshd[30710]: <*> <*> <*> closed by remote <*>
878,a88fa419,sshd[30714]: <*> <*> <*> closed by remote <*>
879,cd0734a7,sshd[1090]: <*> <*> <*> closed by remote <*>
880,7501494c,sshd[32464]: <*> <*> <*> closed by remote <*>
881,3160cf1d,sshd[2697]: <*> <*> <*> closed by remote <*>
882,901cec13,sshd[1858]: <*> <*> <*> closed by remote <*>
883,76fcfc4a,sshd[4698]: <*> <*> <*> closed by remote <*>
884,cf095b6b,sshd[3904]: <*> <*> <*> closed by remote <*>
885,5f054fb5,sshd[3951]: <*> <*> <*> closed by remote <*>
886,02e43341,sshd[26837]: <*> <*> <*> closed by remote <*>
887,620d83d3,sshd[6228]: <*> <*> <*> closed by remote <*>
888,48bc4351,sshd[28991]: <*> <*> <*> closed by remote <*>
889,e995f84a,sshd[7782]: <*> <*> <*> closed by remote <*>
890,f86463e1,sshd[30643]: <*> <*> <*> closed by remote <*>
891,581202ca,sshd[9866]: <*> <*> <*> closed by remote <*>
892,58214a25,sshd[32056]: <*> <*> <*> closed by remote <*>
893,24e1baf4,sshd[10852]: <*> <*> <*> closed by remote <*>
894,fc1c92ae,sshd[10900]: <*> <*> <*> closed by remote <*>
895,c4a6a2ff,sshd[10980]: <*> <*> <*> closed by remote <*>
896,a3ceb3ff,sshd[11067]: <*> <*> <*> closed by remote <*>
897,3ffb2ce9,sshd[11416]: <*> <*> <*> closed by remote <*>
898,0778321a,sshd[11464]: <*> <*> <*> closed by remote <*>
899,c7df4fb5,sshd[11543]: <*> <*> <*> closed by remote <*>
900,75db33dc,sshd[11631]: <*> <*> <*> closed by remote <*>
901,29685f38,sshd[11979]: <*> <*> <*> closed by remote <*>
902,a1cb76f4,sshd[12027]: <*> <*> <*> closed by remote <*>
903,eb8dfb64,sshd[12106]: <*> <*> <*> closed by remote <*>
904,a69423d4,sshd[12346]: <*> <*> <*> closed by remote <*>
905,ffbe596d,sshd[1265]: <*> <*> <*> closed by remote <*>
906,90dc3e10,sshd[12819]: <*> <*> <*> closed by remote <*>
907,4340497f,sshd[12867]: <*> <*> <*> closed by remote <*>
908,fbfe4009,sshd[12946]: <*> <*> <*> closed by remote <*>
909,082481e4,sshd[13034]: <*> <*> <*> closed by remote <*>
910,00e15528,sshd[13382]: <*> <*> <*> closed by remote <*>
911,bea129c1,sshd[13430]: <*> <*> <*> closed by remote <*>
912,327560ba,sshd[13509]: <*> <*> <*> closed by remote <*>
913,00763b68,sshd[13597]: <*> <*> <*> closed by remote <*>
914,31166841,sshd[13946]: <*> <*> <*> closed by remote <*>
915,adc6c5b1,sshd[13994]: <*> <*> <*> closed by remote <*>
916,5cfaeb66,sshd[14073]: <*> <*> <*> closed by remote <*>
917,e41731a6,sshd[14161]: <*> <*> <*> closed by remote <*>
918,599fa858,sshd[14533]: <*> <*> <*> closed by remote <*>
919,3f604c48,sshd[14581]: <*> <*> <*> closed by remote <*>
920,eda5b38b,sshd[14660]: <*> <*> <*> closed by remote <*>
921,be002400,sshd[14748]: <*> <*> <*> closed by remote <*>
922,80f7dc1e,sshd[3259]: <*> <*> <*> closed by remote <*>
923,1559a49c,sshd[15096]: <*> <*> <*> closed by remote <*>
924,95b2385b,sshd[15144]: <*> <*> <*> closed by remote <*>
925,c7f30e66,sshd[15223]: <*> <*> <*> closed by remote <*>
926,37bd4f27,sshd[15311]: <*> <*> <*> closed by remote <*>
927,92669309,sshd[15660]: <*> <*> <*> closed by remote <*>
928,f54518df,sshd[15708]: <*> <*> <*> closed by remote <*>
929,6aa93b89,sshd[15787]: <*> <*> <*> closed by remote <*>
930,19d2c5c3,sshd[15875]: <*> <*> <*> closed by remote <*>
931,eda189ad,sshd[26977]: <*> <*> <*> closed by remote <*>
932,7051766e,sshd[27025]: <*> <*> <*> closed by remote <*>
933,2f214934,sshd[27104]: <*> <*> <*> closed by remote <*>
934,4dcca619,sshd[27192]: <*> <*> <*> closed by remote <*>
935,e9579e00,sshd[27541]: <*> <*> <*> closed by remote <*>
936,2488f5eb,sshd[27589]: <*> <*> <*> closed by remote <*>
937,2847b0a1,sshd[27668]: <*> <*> <*> closed by remote <*>
938,29813f2c,sshd[27756]: <*> <*> <*> closed by remote <*>
939,4590664d,sshd[3484]: <*> <*> <*> closed by remote <*>
940,efb7eb8b,sshd[28105]: <*> <*> <*> closed by remote <*>
941,51fabfdb,sshd[28153]: <*> <*> <*> closed by remote <*>
942,20ff7db8,sshd[28232]: <*> <*> <*> closed by remote <*>
943,28d5b49b,sshd[28320]: <*> <*> <*> closed by remote <*>
944,33be7f47,sshd[28873]: <*> <*> <*> closed by remote <*>
945,fb4cfb51,sshd[28919]: <*> <*> <*> closed by remote <*>
946,a4154db9,sshd[29017]: <*> <*> <*> closed by remote <*>
947,f4d6dce9,sshd[29123]: <*> <*> <*> closed by remote <*>
948,c27ed120,sshd[29488]: <*> <*> <*> closed by remote <*>
949,e0d5e2d5,sshd[29536]: <*> <*> <*> closed by remote <*>
950,7207adcc,sshd[29615]: <*> <*> <*> closed by remote <*>
951,8f8a173f,sshd[29704]: <*> <*> <*> closed by remote <*>
952,0a1ab3e0,sshd[30053]: <*> <*> <*> closed by remote <*>
953,701f6978,sshd[30101]: <*> <*> <*> closed by remote <*>
954,1ea25564,sshd[30180]: <*> <*> <*> closed by remote <*>
955,b405e4bb,sshd[30267]: <*> <*> <*> closed by remote <*>
956,489f4824,sshd[5247]: <*> <*> <*> closed by remote <*>
957,9343e55c,sshd[30618]: <*> <*> <*> closed by remote <*>
958,ab3eafbb,sshd[30666]: <*> <*> <*> closed by remote <*>
959,0ffd7275,sshd[30745]: <*> <*> <*> closed by remote <*>
960,f79d45fe,sshd[30832]: <*> <*> <*> closed by remote <*>
961,9614c10b,sshd[31182]: <*> <*> <*> closed by remote <*>
962,bf184b68,sshd[31230]: <*> <*> <*> closed by remote <*>
963,4fa88ef8,sshd[31313]: <*> <*> <*> closed by remote <*>
964,0e7c7a90,sshd[31401]: <*> <*> <*> closed by remote <*>
965,060e317e,sshd[31751]: <*> <*> <*> closed by remote <*>
966,204a4673,sshd[31799]: <*> <*> <*> closed by remote <*>
967,9c1facd7,sshd[31878]: <*> <*> <*> closed by remote <*>
968,e278ac55,sshd[31965]: <*> <*> <*> closed by remote <*>
969,5805721c,sshd[32338]: <*> <*> <*> closed by remote <*>
970,220c077b,sshd[32465]: <*> <*> <*> closed by remote <*>
971,7fd9564e,sshd[32552]: <*> <*> <*> closed by remote <*>
972,2fb2f6a9,sshd[25071]: <*> <*> <*> closed by remote <*>
973,6433b761,sshd[433]: <*> <*> <*> closed by remote <*>
974,8896faa8,sshd[481]: <*> <*> <*> closed by remote <*>
975,02075a24,sshd[562]: <*> <*> <*> closed by remote <*>
976,124dd380,sshd[650]: <*> <*> <*> closed by remote <*>
977,776f6949,sshd[1023]: <*> <*> <*> closed by remote <*>
978,e5177b32,sshd[1071]: <*> <*> <*> closed by remote <*>
979,9a22350d,sshd[1150]: <*> <*> <*> closed by remote <*>
980,c63cbfe8,sshd[1237]: <*> <*> <*> closed by remote <*>
981,c254c47f,sshd[1587]: <*> <*> <*> closed by remote <*>
982,cd813d21,sshd[1635]: <*> <*> <*> closed by remote <*>
983,09ec1024,sshd[1786]: <*> <*> <*> closed by remote <*>
984,6e01f114,sshd[1892]: <*> <*> <*> closed by remote <*>
985,c9998bae,sshd[2267]: <*> <*> <*> closed by remote <*>
986,25d588c6,sshd[2320]: <*> <*> <*> closed by remote <*>
987,2c30298d,sshd[2403]: <*> <*> <*> closed by remote <*>
988,f878e347,sshd[2493]: <*> <*> <*> closed by remote <*>
989,d9e24cad,sshd[29066]: <*> <*> <*> closed by remote <*>
990,c68f09cb,sshd[2844]: <*> <*> <*> closed by remote <*>
991,27ef350d,sshd[2892]: <*> <*> <*> closed by remote <*>
992,1e82968f,sshd[2971]: <*> <*> <*> closed by remote <*>
993,92cf3d88,sshd[3168]: <*> <*> <*> closed by remote <*>
994,f5af4148,sshd[3526]: <*> <*> <*> closed by remote <*>
995,28846c6c,sshd[3574]: <*> <*> <*> closed by remote <*>
996,f00da958,sshd[3653]: <*> <*> <*> closed by remote <*>
997,8a1fa644,sshd[3740]: <*> <*> <*> closed by remote <*>
998,c573b653,sshd[4091]: <*> <*> <*> closed by remote <*>
999,73d40435,sshd[4139]: <*> <*> <*> closed by remote <*>
1000,f4fa2373,sshd[4218]: <*> <*> <*> closed by remote <*>
1001,a80a0a93,sshd[4305]: <*> <*> <*> closed by remote <*>
1002,f27fd798,sshd[4655]: <*> <*> <*> closed by remote <*>
1003,b39ee183,sshd[4703]: <*> <*> <*> closed by remote <*>
1004,29a4d019,sshd[4782]: <*> <*> <*> closed by remote <*>
1005,a398936b,sshd[5034]: <*> <*> <*> closed by remote <*>
1006,1e84cebc,sshd[30900]: <*> <*> <*> closed by remote <*>
1007,75524535,kernel: VFS: file-max limit 65536 reached
1008,965d7146,sshd[5608]: <*> <*> <*> closed by remote <*>
1009,c77c6cb1,sshd[5656]: <*> <*> <*> closed by remote <*>
1010,d5317cad,sshd[5735]: <*> <*> <*> closed by remote <*>
1011,6fc7b972,sshd[5822]: <*> <*> <*> closed by remote <*>
1012,2d4d2925,sshd[6178]: <*> <*> <*> closed by remote <*>
1013,fd5c7ee1,sshd[6226]: <*> <*> <*> closed by remote <*>
1014,e02cbf57,sshd[6305]: <*> <*> <*> closed by remote <*>
1015,69b77f1d,sshd[7869]: <*> <*> <*> closed by remote <*>
1016,3dc4bd5b,sshd[12257]: <*> <*> <*> closed by remote <*>
1017,bf803050,sshd[15521]: <*> <*> <*> closed by remote <*>
1018,e49b1fd8,sshd[15569]: <*> <*> <*> closed by remote <*>
1019,76a21ec9,sshd[15648]: <*> <*> <*> closed by remote <*>
1020,c9c867bd,sshd[15738]: <*> <*> <*> closed by remote <*>
1021,c4412a40,"<*> <*> from=<#160#@#11#>, <*> nrcpt=1 (queue active)"
1022,731ffedf,<*> <*> uid=1350 from=<#160#>
1023,adbcce06,sshd[16097]: <*> <*> <*> closed by remote <*>
1024,5d7aa5ee,sshd[16148]: <*> <*> <*> closed by remote <*>
1025,2c847d74,sshd[16227]: <*> <*> <*> closed by remote <*>
1026,6d0b6214,sshd[21384]: <*> <*> <*> closed by remote <*>
1027,9ab8fa2a,sshd[26565]: <*> <*> <*> closed by remote <*>
1028,afe9ac4f,sshd[26613]: <*> <*> <*> closed by remote <*>
1029,df045e74,sshd[26692]: <*> <*> <*> closed by remote <*>
1030,1eb679e5,sshd[26779]: <*> <*> <*> closed by remote <*>
1031,071c3119,sshd[27133]: <*> <*> <*> closed by remote <*>
1032,f2c12a90,sshd[27182]: <*> <*> <*> closed by remote <*>
1033,fb81f36f,sshd[27263]: <*> <*> <*> closed by remote <*>
1034,ff223835,sshd[27569]: <*> <*> <*> closed by remote <*>
1035,8382d6b0,sshd[1955]: <*> <*> <*> closed by remote <*>
1036,9302cae2,sshd[27926]: <*> <*> <*> closed by remote <*>
1037,c415902e,sshd[27974]: <*> <*> <*> closed by remote <*>
1038,c493a245,sshd[28053]: <*> <*> <*> closed by remote <*>
1039,e644087a,sshd[28141]: <*> <*> <*> closed by remote <*>
1040,e813ad3b,sshd[28596]: <*> <*> <*> closed by remote <*>
1041,1914908a,sshd[28642]: <*> <*> <*> closed by remote <*>
1042,47713f32,sshd[28721]: <*> <*> <*> closed by remote <*>
1043,512f728b,sshd[28842]: <*> <*> <*> closed by remote <*>
1044,e1b87075,sshd[29325]: <*> <*> <*> closed by remote <*>
1045,de592fdb,sshd[29373]: <*> <*> <*> closed by remote <*>
1046,6689ae99,sshd[29452]: <*> <*> <*> closed by remote <*>
1047,005f1ef0,sshd[29542]: <*> <*> <*> closed by remote <*>
1048,6b16348b,sshd[30031]: <*> <*> <*> closed by remote <*>
1049,dd947c90,sshd[30080]: <*> <*> <*> closed by remote <*>
1050,96316256,sshd[30234]: <*> <*> <*> closed by remote <*>
1051,170f2317,sshd[31601]: <*> <*> <*> closed by remote <*>
1052,5fcceeb0,sshd[3814]: <*> <*> <*> closed by remote <*>
1053,0016fc2c,sshd[19706]: <*> <*> <*> closed by remote <*>
1054,e955494f,sshd[19873]: <*> <*> <*> closed by remote <*>
1055,622a889e,sshd[21944]: <*> <*> <*> closed by remote <*>
1056,93fcfe2c,sshd[23285]: <*> <*> <*> closed by remote <*>
1057,d9676b72,sshd[28313]: <*> <*> <*> closed by remote <*>
1058,a8fc3585,sshd[28382]: <*> <*> <*> closed by remote <*>
1059,b6014e54,sshd[28874]: <*> <*> <*> closed by remote <*>
1060,6f51b8a0,sshd[29046]: <*> <*> <*> closed by remote <*>
1061,4217aad4,<*> <*> more authentication <*> logname= uid=0 euid=0 tty=NODEVssh ruser= <*>
1062,cc420de1,sshd[677]: <*> <*> <*> closed by remote <*>
1063,b0b76300,sshd[726]: <*> <*> <*> closed by remote <*>
1064,a801cb7f,sshd[815]: <*> <*> <*> closed by remote <*>
1065,ff4b6fde,sshd[927]: <*> <*> <*> closed by remote <*>
1066,07b544c3,sshd[3211]: <*> <*> <*> closed by remote <*>
1067,9d7c40a0,sshd[4362]: <*> <*> <*> closed by remote <*>
1068,6f8342c6,sshd[4931]: <*> <*> <*> closed by remote <*>
1069,ba8a6094,sshd[7080]: <*> <*> <*> closed by remote <*>
1070,deeba2e1,sshd[5648]: <*> <*> <*> closed by remote <*>
1071,f589f7d0,sshd[5698]: <*> <*> <*> closed by remote <*>
1072,aaf21bfc,sshd[5786]: <*> <*> <*> closed by remote <*>
1073,23a4ddf2,sshd[6477]: <*> <*> <*> closed by remote <*>
1074,b347fad7,sudo: #179# : TTY=pts<*> <*> <*>
1075,6f20fdd6,sshd[23032]: <*> <*> <*> closed by remote <*>
1076,fdc6ed32,sshd[23206]: <*> <*> <*> closed by remote <*>
1077,3151faa9,sshd[25862]: <*> <*> <*> closed by remote <*>
1078,ada49eeb,sshd[27243]: <*> <*> <*> closed by remote <*>
1079,466ade45,sshd[11636]: <*> <*> <*> closed by remote <*>
1080,2a4f6cb4,sshd[11683]: <*> <*> <*> closed by remote <*>
1081,b562ffd3,sshd[28273]: <*> <*> <*> closed by remote <*>
1082,bad2d1af,sshd[28330]: <*> <*> <*> closed by remote <*>
1083,0ad28772,sshd[28422]: <*> <*> <*> closed by remote <*>
1084,35e27139,sshd[28517]: <*> <*> <*> closed by remote <*>
1085,2daf21ac,sshd[29054]: <*> <*> <*> closed by remote <*>
1086,b53fce25,sshd[29104]: <*> <*> <*> closed by remote <*>
1087,09e3a434,sshd[29185]: <*> <*> <*> closed by remote <*>
1088,d2c26b56,sshd[29273]: <*> <*> <*> closed by remote <*>
1089,f86ca8c1,<*> Kerberos TGT authentication as user <*> accepted for <*>
1090,0b6c07e9,sshd[30024]: <*> <*> <*> closed by remote <*>
1091,b098611a,sshd[30074]: <*> <*> <*> closed by remote <*>
1092,5437e45b,sshd[30159]: <*> <*> <*> closed by remote <*>
1093,80a0fb6a,sshd[30459]: <*> <*> <*> closed by remote <*>
1094,c94dcd60,sshd[31030]: <*> <*> <*> closed by remote <*>
1095,c9dbfe41,sshd[31078]: <*> <*> <*> closed by remote <*>
1096,cc056b71,sshd[6260]: <*> <*> <*> closed by remote <*>
1097,8b4b2a78,sshd[6357]: <*> <*> <*> closed by remote <*>
1098,87bf9ec0,sshd[21854]: <*> <*> <*> closed by remote <*>
1099,fc33bf50,sshd[21902]: <*> <*> <*> closed by remote <*>
1100,1e8b88fe,sshd[21982]: <*> <*> <*> closed by remote <*>
1101,6790e1c6,sshd[22240]: <*> <*> <*> closed by remote <*>
1102,eed3900e,sshd[25481]: <*> <*> <*> closed by remote <*>
1103,7052cc91,sshd[22619]: <*> <*> <*> closed by remote <*>
1104,881ea4df,sshd[22667]: <*> <*> <*> closed by remote <*>
1105,062aa856,sshd[22746]: <*> <*> <*> closed by remote <*>
1106,e70acd0a,sshd[22833]: <*> <*> <*> closed by remote <*>
1107,1d7657c7,logger: <*>: Enterprise Specific Trap <*>
1108,98e41060,sshd[23184]: <*> <*> <*> closed by remote <*>
1109,11072f8a,sshd[23233]: <*> <*> <*> closed by remote <*>
1110,5010bbeb,sshd[23314]: <*> <*> <*> closed by remote <*>
1111,85c5a7cb,sshd[23403]: <*> <*> <*> closed by remote <*>
1112,d8759853,sshd[23752]: <*> <*> <*> closed by remote <*>
1113,d29578fb,sshd[23800]: <*> <*> <*> closed by remote <*>
1114,df49f195,sshd[23879]: <*> <*> <*> closed by remote <*>
1115,8ec742cd,sshd[24051]: <*> <*> <*> closed by remote <*>
1116,40303274,sshd[24747]: <*> <*> <*> closed by remote <*>
1117,46abe250,sshd[24795]: <*> <*> <*> closed by remote <*>
1118,31fcf193,sshd[24874]: <*> <*> <*> closed by remote <*>
1119,8bdc54de,sshd[24961]: <*> <*> <*> closed by remote <*>
1120,c1a47d6f,sshd[27157]: <*> <*> <*> closed by remote <*>
1121,d66f53c2,sshd[25310]: <*> <*> <*> closed by remote <*>
1122,749b831c,sshd[25358]: <*> <*> <*> closed by remote <*>
1123,c1720384,"<*> <*> from=<#2#@#11#>, <*> nrcpt=2 (queue active)"
1124,fef60ba6,sshd[25443]: <*> <*> <*> closed by remote <*>
1125,4da74c2f,sshd[28752]: <*> <*> <*> closed by remote <*>
1126,576d94dc,sshd[28819]: <*> <*> <*> closed by remote <*>
1127,8ee1abc8,sshd[28992]: <*> <*> <*> closed by remote <*>
1128,142d9173,sshd[27581]: <*> <*> <*> closed by remote <*>
1129,942d2f93,sshd[2522]: <*> <*> <*> closed by remote <*>
1130,55dacdf0,sshd[2610]: <*> <*> <*> closed by remote <*>
1131,dff2c34f,sshd[2657]: <*> <*> <*> closed by remote <*>
1132,ec2f5665,sshd[2703]: <*> <*> <*> closed by remote <*>
1133,f8bcdc0b,sshd[3117]: <*> <*> <*> closed by remote <*>
1134,31260863,sshd[11937]: <*> <*> <*> closed by remote <*>
1135,20a24683,sshd[11982]: <*> <*> <*> closed by remote <*>
1136,847cad3b,sshd[13666]: <*> <*> <*> closed by remote <*>
1137,e085f3cd,sshd[13753]: <*> <*> <*> closed by remote <*>
1138,8ed1db8f,sshd[13800]: <*> <*> <*> closed by remote <*>
1139,fb405995,sshd[13846]: <*> <*> <*> closed by remote <*>
1140,024f0eb7,sshd[14234]: <*> <*> <*> closed by remote <*>
1141,2923cd32,sshd[14560]: <*> <*> <*> closed by remote <*>
